sense,honor,curse,despise,situation,antihuman,roughness,slaughter,strike_support,depression_rate
2.541,2.523,2.281,2.13,2.38,1.422,0.679,0.343,2.525,0.14
1.3,1.235,0.716,0.519,1.789,0.453,0.561,0.413,1.612,0.0
3.837,3.46,3.195,2.744,3.003,2.146,1.425,1.059,3.109,0.748
2.276,1.9,1.629,1.357,2.359,1.308,0.582,0.328,1.887,0.165
1.255,1.401,1.107,1.102,2.168,1.125,0.0,0.0,1.502,0.197
1.734,1.521,1.19,1.061,2.068,0.961,0.023,0.024,1.455,0.297
2.453,2.125,1.782,1.498,2.199,0.878,0.782,0.14,2.089,0.136
2.566,2.241,1.891,1.732,2.474,1.69,0.441,0.212,2.129,0.359
1.653,1.482,1.094,1.001,1.809,0.78,0.45,0.408,1.67,0.03
1.952,1.833,1.4,1.246,2.281,0.845,0.385,0.365,2.095,0.09
1.218,1.02,0.711,0.689,2.078,0.721,0.814,0.566,1.564,0.0
3.318,2.98,2.823,2.38,2.774,1.784,1.176,0.764,2.771,0.253
2.777,2.642,2.336,2.085,2.41,1.534,0.326,0.091,2.269,0.429
3.111,2.882,2.6,2.19,2.437,1.359,0.265,0.01,2.517,0.195
2.352,2.418,2.101,1.791,2.422,1.327,0.676,0.46,2.443,0.512
2.08,1.87,1.466,1.332,2.218,1.0,0.0,0.0,1.926,0.129
1.699,1.51,1.339,1.034,1.925,0.755,0.45,0.342,1.765,0.104
2.481,2.174,1.914,1.55,2.417,1.033,0.121,0.018,2.285,0.299
2.948,2.96,2.633,2.309,2.72,1.763,0.717,0.41,2.615,0.643
3.447,3.1,2.734,2.392,2.66,1.725,1.16,0.605,2.722,0.599
2.353,2.362,1.89,1.586,2.012,1.025,0.548,0.35,1.923,0.15
1.68,1.291,1.084,0.893,2.088,0.759,0.0,0.0,1.56,0.0
2.745,2.823,2.558,2.177,2.431,1.321,0.23,0.178,2.356,0.298
2.944,2.683,2.208,1.822,2.256,1.322,1.237,1.063,2.53,0.405
3.176,2.962,2.779,2.205,2.732,1.715,1.526,1.139,2.901,0.609
3.516,3.313,3.154,2.508,2.944,1.776,0.794,0.328,2.909,0.495
2.801,2.585,2.069,1.729,2.134,1.277,0.349,0.206,2.21,0.305
3.271,2.937,2.861,2.613,2.696,1.987,0.163,0.0,2.553,0.572
3.516,3.417,3.283,2.821,2.915,2.211,1.053,0.723,2.831,0.994
1.065,1.171,0.913,0.651,2.029,0.578,0.236,0.156,1.786,0.094
3.038,3.034,2.833,2.522,2.643,1.778,0.674,0.441,2.675,0.401
3.03,2.942,2.605,2.315,2.654,1.656,0.135,0.0,2.421,0.126
3.436,3.471,3.183,2.962,3.277,2.696,0.646,0.286,3.064,0.804
1.407,1.624,1.412,1.345,2.068,0.999,0.117,0.0,1.771,0.145
1.862,1.655,1.274,1.092,2.138,1.07,0.194,0.016,1.699,0.083
2.017,2.016,1.775,1.632,2.361,1.096,0.115,0.0,2.503,0.481
3.547,3.38,2.984,2.593,2.651,1.888,0.755,0.347,2.986,0.225
2.252,2.224,2.033,1.696,2.33,1.292,0.751,0.445,2.346,0.235
2.565,2.451,2.187,1.827,2.43,1.486,1.061,0.807,2.399,0.313
3.355,3.113,2.759,2.377,2.731,1.711,0.656,0.146,2.752,0.266
1.465,1.6,1.228,1.095,1.885,0.947,0.236,0.147,1.593,0.133
2.932,2.722,2.256,1.925,2.395,1.298,0.119,0.097,2.163,0.23
2.429,2.367,2.15,2.061,2.395,1.592,0.42,0.167,2.052,0.457
2.653,2.431,2.189,1.889,2.348,1.506,0.636,0.311,2.049,0.3
2.637,2.555,2.453,2.196,2.723,1.927,1.243,0.99,2.617,0.581
1.814,1.732,1.488,1.58,2.254,1.512,0.342,0.079,2.05,0.305
2.018,1.92,1.649,1.385,2.051,0.967,0.632,0.41,2.089,0.144
2.36,2.131,1.793,1.559,2.5,1.31,0.987,0.551,2.001,0.433
3.093,2.932,2.637,2.369,2.731,1.856,0.38,0.163,2.617,0.341
2.938,2.702,2.325,2.129,2.585,1.672,0.6,0.495,2.607,0.378
3.657,3.178,2.909,2.557,2.974,2.13,0.831,0.553,2.72,0.801
1.32,1.226,0.905,0.861,1.934,0.527,0.467,0.344,1.57,0.23
3.633,3.395,3.099,2.547,2.751,2.024,1.691,1.352,3.013,0.759
2.823,2.582,2.164,1.976,2.308,1.36,0.054,0.0,2.28,0.157
3.296,3.21,2.895,2.56,2.723,2.024,0.623,0.209,3.033,0.663
2.826,2.516,2.334,1.984,2.391,1.591,1.027,0.807,2.375,0.535
2.963,3.042,2.769,2.5,2.792,2.227,0.368,0.0,2.456,0.731
3.222,3.13,2.887,2.472,2.942,2.147,2.035,1.65,2.93,0.591
1.765,1.54,1.166,0.884,1.943,0.568,0.522,0.212,1.871,0.0
2.907,2.873,2.56,2.197,2.461,1.662,0.853,0.384,2.661,0.352
1.465,1.6,1.228,1.095,1.885,0.947,0.236,0.147,1.593,0.133
2.138,2.013,1.726,1.448,2.159,1.074,0.539,0.247,1.831,0.21
1.68,1.775,1.296,1.034,2.141,0.879,0.474,0.317,1.973,0.184
3.534,3.239,3.044,2.619,2.705,1.758,0.609,0.293,2.786,0.771
2.66,2.496,2.209,1.675,2.31,1.166,0.482,0.202,2.398,0.197
2.242,2.006,1.805,1.542,2.361,1.135,0.204,0.132,1.885,0.314
3.341,3.464,2.967,2.635,2.777,2.377,1.014,0.687,2.524,0.646
1.47,1.207,0.738,0.65,1.788,0.54,0.281,0.256,1.634,0.141
1.717,1.648,1.424,1.261,2.028,1.005,0.128,0.081,1.552,0.096
1.269,1.318,0.972,0.819,1.884,0.463,1.056,0.861,1.826,0.103
3.011,2.86,2.567,2.113,2.677,1.488,0.683,0.624,2.366,0.238
0.766,0.303,0.02,0.119,1.607,0.141,0.0,0.0,0.805,0.0
2.789,2.602,2.212,1.923,2.461,1.453,0.193,0.091,2.191,0.414
1.892,1.659,1.536,1.261,2.235,0.924,0.0,0.0,1.739,0.17
1.583,1.338,1.009,0.701,1.876,0.432,0.0,0.022,1.715,0.0
1.603,1.262,0.785,0.752,1.569,0.453,0.195,0.115,1.228,0.08
2.215,1.862,1.51,1.42,2.394,0.994,0.173,0.187,2.069,0.197
1.374,1.181,0.867,0.698,1.967,0.538,0.225,0.268,1.571,0.169
2.034,1.65,1.323,1.107,2.214,0.834,0.339,0.253,1.631,0.264
1.389,1.122,0.674,0.705,1.919,0.465,0.326,0.32,1.693,0.142
3.597,3.576,3.39,2.854,3.046,2.277,0.477,0.212,3.139,0.639
2.188,2.097,1.834,1.438,2.185,1.06,0.377,0.205,1.854,0.25
2.486,2.362,2.116,1.897,2.569,1.592,1.074,0.771,2.406,0.114
3.609,3.299,2.866,2.272,2.768,1.791,1.372,0.871,2.819,0.375
2.506,2.013,1.868,1.565,2.437,1.2,0.591,0.341,2.173,0.171
3.327,3.081,2.733,2.28,2.546,1.913,1.283,0.933,2.861,0.279
2.318,2.061,1.676,1.271,2.301,1.037,1.251,1.087,2.263,0.34
3.381,3.087,2.654,2.508,2.472,1.763,1.229,0.924,2.622,0.377
3.712,3.782,3.539,3.263,2.92,2.379,0.932,0.47,2.86,0.958
1.629,1.427,1.29,0.994,2.096,0.613,0.217,0.19,1.76,0.021
2.281,2.03,1.523,1.207,2.086,0.719,0.458,0.257,1.809,0.128
3.052,3.05,2.554,2.158,2.471,1.492,0.912,0.537,2.745,0.409
2.79,2.604,2.221,1.952,2.242,1.431,1.34,1.024,2.525,0.152
2.91,2.772,2.496,1.978,2.484,1.451,1.211,0.949,2.616,0.368
2.865,2.562,2.188,2.063,2.371,1.492,0.68,0.438,2.236,0.361
2.681,2.451,2.073,1.782,2.344,1.249,0.495,0.199,2.395,0.541
2.27,2.387,2.117,1.804,2.096,1.071,0.091,0.0,1.898,0.046
0.631,0.608,0.35,0.263,1.638,0.326,0.0,0.0,1.375,0.0
2.241,2.401,2.198,1.905,2.466,1.483,1.077,0.776,2.513,0.486
2.263,2.053,1.69,1.49,2.293,1.098,0.438,0.425,2.066,0.029
2.814,2.562,2.293,1.863,2.457,1.393,0.443,0.377,2.552,0.329
2.598,2.417,2.043,1.711,2.172,1.179,0.224,0.262,2.288,0.191
3.226,3.023,2.606,2.236,2.658,1.53,0.367,0.0,2.743,0.579
4.0,4.0,3.867,3.3,3.29,2.803,1.154,0.745,3.498,1.011
3.885,3.746,3.692,3.198,3.203,2.75,1.291,0.784,3.231,0.885
3.773,3.899,3.435,3.088,3.43,2.843,0.896,0.604,3.241,1.017
2.874,2.77,2.411,2.062,2.618,1.677,0.735,0.485,2.554,0.421
1.717,1.404,0.923,0.835,2.161,0.664,0.334,0.236,1.658,0.126
1.822,1.908,1.47,1.227,2.172,0.91,0.41,0.247,1.936,0.082
3.056,2.942,2.729,2.409,2.784,1.896,0.79,0.222,2.709,0.633
3.384,3.188,2.755,2.29,2.433,1.716,0.983,0.605,2.799,0.579
3.649,3.427,3.157,2.598,2.924,2.033,1.693,1.273,3.143,0.579
0.038,0.068,0.0,0.0,1.818,0.103,0.05,0.062,1.137,0.0
3.316,3.352,3.112,2.751,2.847,2.047,1.447,0.87,2.933,0.758
3.135,2.441,2.297,1.854,2.707,1.412,0.365,0.222,2.289,0.163
2.965,2.738,2.439,2.111,2.507,1.519,0.401,0.21,2.318,0.519
0.878,0.872,0.774,0.642,1.892,0.58,0.0,0.0,1.546,0.0
1.597,1.356,0.994,0.741,2.053,0.495,0.397,0.35,1.752,0.0
3.016,2.912,2.589,2.195,2.669,1.618,1.018,0.815,2.617,0.343
2.359,2.315,1.914,1.549,2.263,1.077,0.246,0.149,2.296,0.287
3.051,2.955,2.623,2.219,2.645,1.882,1.272,0.885,2.743,0.387
3.675,3.574,3.245,2.659,2.923,2.185,1.346,1.005,3.13,0.393
2.636,2.402,2.353,1.837,2.633,1.555,0.526,0.253,2.396,0.304
2.362,1.982,1.607,1.446,2.278,1.105,0.892,0.528,1.813,0.177
3.343,3.163,2.787,2.313,2.568,1.988,2.035,1.493,3.036,0.563
2.447,2.375,2.047,1.683,2.152,1.072,0.383,0.267,2.119,0.178
3.004,2.896,2.583,2.129,2.564,1.749,1.543,1.141,2.806,0.303
2.175,1.919,1.566,1.3,2.327,0.905,0.707,0.5,2.047,0.227
3.336,3.133,2.85,2.451,2.438,1.625,1.23,0.577,2.947,0.502
0.379,0.166,0.003,0.02,1.714,0.038,0.098,0.088,1.139,0.0
3.108,3.15,2.866,2.401,2.564,1.63,0.634,0.425,2.82,0.65
3.769,3.627,3.437,3.051,3.178,2.422,1.266,0.682,3.29,0.751
3.154,3.122,2.692,2.428,2.604,2.247,1.361,0.735,2.717,0.685
2.05,1.941,1.525,1.516,2.299,1.254,0.674,0.354,1.753,0.177
2.842,2.663,2.384,2.088,2.524,1.379,0.16,0.0,2.287,0.355
0.461,0.633,0.277,0.111,1.675,0.041,0.0,0.0,1.152,0.0
3.199,2.8,2.34,1.902,2.591,1.73,1.652,1.368,2.616,0.385
2.372,2.076,1.84,1.558,2.2,1.192,0.929,0.645,2.252,0.273
2.819,2.58,2.15,1.879,2.254,1.374,1.198,0.669,2.566,0.127
3.058,3.07,2.84,2.587,2.86,1.725,0.786,0.507,2.84,0.556
3.097,2.958,2.62,2.104,2.714,1.769,1.4,0.784,2.939,0.368
2.563,2.343,2.069,1.625,2.131,1.204,0.492,0.253,2.18,0.188
3.657,3.519,3.16,2.562,2.811,2.01,1.077,0.929,2.879,0.521
2.605,2.572,2.256,1.972,2.295,1.532,0.788,0.362,2.549,0.48
2.651,2.472,2.177,1.794,2.41,1.252,0.0,0.0,2.153,0.086
1.599,1.46,1.034,0.92,2.131,0.712,0.144,0.083,1.868,0.004
3.005,3.038,2.642,2.259,2.738,1.916,1.203,0.657,2.743,0.333
1.17,1.178,0.875,0.634,1.84,0.471,0.739,0.505,1.715,0.0
0.946,0.817,0.535,0.272,1.82,0.125,0.162,0.091,1.754,0.0
0.436,0.346,0.136,0.137,1.804,0.28,0.0,0.007,1.123,0.0
2.806,2.57,2.23,1.953,2.465,1.656,1.064,0.842,2.586,0.309
1.455,1.173,0.699,0.601,2.06,0.386,0.0,0.0,1.374,0.0
3.311,2.935,2.535,2.212,2.606,1.642,1.351,0.857,2.855,0.799
0.0,0.0,0.0,0.0,1.436,0.004,0.134,0.249,0.841,0.0
2.357,1.844,1.49,1.201,2.132,1.065,0.501,0.288,1.815,0.0
2.642,2.211,1.953,1.757,2.452,1.311,0.88,0.431,2.23,0.315
1.839,1.607,1.194,1.001,2.096,0.808,0.407,0.39,1.697,0.085
1.713,1.551,1.341,1.015,2.054,0.627,0.316,0.061,1.876,0.089
1.663,1.615,1.123,1.069,1.952,0.869,0.421,0.137,1.608,0.098
2.527,2.427,1.882,1.712,2.234,1.345,0.889,0.623,2.105,0.324
2.495,2.306,2.04,1.698,2.29,1.167,0.326,0.041,2.159,0.353
1.283,1.154,0.88,0.835,1.81,0.381,0.0,0.0,1.579,0.0
2.771,2.473,2.049,1.86,2.443,1.328,0.326,0.206,2.263,0.255
1.396,1.144,0.806,0.743,1.896,0.529,0.13,0.117,1.626,0.0
1.886,1.253,0.726,0.715,1.904,0.387,0.0,0.0,1.318,0.0
1.761,1.314,1.103,0.974,1.944,0.854,0.411,0.174,1.673,0.109
1.579,1.461,1.178,0.878,2.05,0.611,0.197,0.158,1.728,0.102
2.605,2.598,2.243,1.767,2.259,1.174,0.351,0.233,2.355,0.169
1.439,1.155,0.79,0.619,1.887,0.401,0.242,0.09,1.507,0.061
0.848,0.532,0.302,0.063,1.618,0.0,0.0,0.0,1.319,0.0
3.073,2.922,2.519,2.237,2.6,1.764,0.88,0.416,2.751,0.399
3.107,2.824,2.458,2.369,2.513,2.098,0.84,0.469,2.414,0.237
3.356,3.34,3.172,2.658,3.076,1.785,0.314,0.194,2.825,0.468
3.989,3.774,3.594,3.232,3.251,2.689,1.362,0.75,3.24,0.514
3.51,3.334,2.973,2.447,2.465,1.766,0.58,0.293,2.744,0.578
2.796,2.723,2.394,2.097,2.508,1.681,0.47,0.225,2.353,0.528
3.224,3.022,2.733,2.266,2.719,1.893,1.537,1.285,2.962,0.636
1.921,1.757,1.4,1.33,2.07,1.191,0.561,0.253,2.247,0.161
3.068,2.632,2.359,2.019,2.366,1.582,1.19,0.858,2.577,0.606
2.246,1.956,1.482,1.297,2.193,0.998,0.464,0.3,1.896,0.104
3.323,2.968,2.639,2.328,2.589,1.947,0.984,0.472,2.458,0.503
2.961,2.871,2.476,2.039,2.637,1.674,1.318,0.947,2.683,0.635
3.646,3.524,3.227,2.679,2.869,2.272,2.15,1.504,3.506,0.396
3.204,2.948,2.626,2.152,2.595,1.693,0.948,0.595,2.494,0.259
2.953,2.836,2.574,2.295,2.705,1.837,0.913,0.619,2.638,0.382
2.946,2.998,2.771,2.365,2.615,1.85,0.49,0.272,2.556,0.657
2.156,2.098,1.888,1.632,2.34,1.342,0.868,0.764,2.048,0.087
0.503,0.537,0.331,0.275,1.704,0.129,0.207,0.142,1.302,0.0
