sense,honor,curse,despise,situation,antihuman,roughness,slaughter,strike_support,depression_rate
3.486,3.094,3.023,2.585,2.772,1.784,1.151,0.553,2.855,0.673
2.644,2.381,2.346,1.525,2.433,1.525,0.583,0.255,2.481,0.191
1.083,1.469,1.24,0.82,1.908,0.523,0.177,0.169,1.574,0.067
3.199,2.548,2.482,2.174,2.47,1.447,0.719,0.306,2.668,0.135
2.761,2.188,1.625,1.522,2.099,1.186,0.414,0.196,2.087,0.186
2.604,2.206,1.231,1.857,2.201,1.132,0.78,0.48,1.937,0.278
3.335,3.278,2.651,2.365,2.884,1.923,1.325,0.629,2.686,0.422
2.455,2.099,1.784,1.738,2.432,1.002,0.289,0.253,1.974,0.048
2.446,2.24,1.898,1.567,2.535,0.921,0.176,0.165,2.175,0.126
3.097,2.531,2.198,2.291,2.699,1.764,0.692,0.358,2.334,0.379
3.408,2.861,2.593,2.21,2.299,1.59,0.294,0.18,2.735,0.176
2.917,2.538,2.478,2.209,2.576,1.219,0.666,0.347,2.542,0.288
2.033,2.028,1.355,1.235,2.031,0.874,0.464,0.228,2.067,0.082
2.316,2.337,1.934,1.861,2.463,1.119,0.678,0.574,2.407,0.206
1.391,1.267,1.271,0.663,2.141,1.104,0.385,0.138,1.574,0.0
1.295,0.927,0.579,0.924,1.863,0.626,0.224,0.14,1.697,0.0
3.073,3.311,2.818,2.551,2.863,2.079,0.966,0.623,2.987,0.412
2.809,2.745,2.606,1.886,2.538,1.598,0.527,0.222,2.59,0.375
2.896,2.921,2.256,2.605,2.537,1.823,0.554,0.467,2.667,0.483
1.417,1.639,0.85,0.897,1.954,0.578,0.336,0.306,1.568,0.03
1.78,1.439,1.277,1.04,1.952,0.689,0.231,0.047,1.765,0.0
2.581,2.555,2.264,2.055,2.242,1.234,0.361,0.111,2.429,0.25
2.909,2.948,2.807,2.188,2.544,1.383,0.785,0.709,2.609,0.301
2.762,2.524,2.586,1.977,2.428,1.533,0.308,0.318,2.379,0.17
1.841,1.941,1.413,1.712,2.278,1.086,0.383,0.441,1.714,0.132
1.468,1.267,0.95,1.127,2.2,0.588,0.313,0.227,1.817,0.178
0.677,0.998,0.558,0.642,1.924,0.589,0.264,0.279,1.406,0.006
1.619,0.989,1.032,0.967,2.016,0.736,0.486,0.375,1.643,0.139
3.174,3.34,2.897,2.512,2.522,2.352,0.624,0.375,2.862,0.515
3.245,2.945,2.59,2.012,2.619,1.664,0.943,0.405,2.855,0.36
2.193,2.199,1.766,1.962,2.345,1.189,0.323,0.177,2.198,0.054
2.493,2.292,2.121,1.637,2.696,1.537,0.401,0.627,2.07,0.525
0.923,0.72,0.608,0.275,1.702,0.17,0.023,0.068,1.584,0.0
1.797,1.854,1.196,1.217,2.038,0.921,0.164,0.139,1.982,0.295
2.71,2.56,2.477,2.151,2.45,1.789,0.473,0.276,2.258,0.648
1.75,1.964,1.483,1.288,2.07,0.746,0.223,0.112,1.923,0.175
3.176,2.695,2.303,1.834,2.313,1.252,0.832,0.698,2.563,0.235
1.692,1.019,0.463,0.555,2.116,0.464,0.398,0.343,1.234,0.0
2.937,2.833,2.422,2.136,2.609,1.584,0.487,0.316,2.305,0.323
1.927,1.114,0.911,0.501,2.295,0.497,0.46,0.25,1.835,0.004
2.11,2.012,1.812,1.307,2.244,1.191,0.352,0.104,1.931,0.106
1.696,1.009,0.758,0.929,2.005,0.821,0.182,0.142,1.741,0.045
3.096,3.077,2.604,2.336,2.427,1.62,0.879,0.645,2.662,0.543
2.7,2.394,1.984,1.688,2.358,1.161,0.301,0.341,2.164,0.126
2.065,1.676,1.697,1.068,2.132,1.115,0.38,0.217,2.13,0.502
2.942,2.764,2.294,2.038,2.778,1.435,0.729,0.338,2.474,0.145
2.877,2.876,2.162,2.131,2.541,1.772,2.059,1.257,2.841,0.352
1.882,1.707,1.439,1.018,2.362,1.023,0.188,0.058,2.014,0.0
1.378,1.11,0.968,0.974,2.082,0.485,0.143,0.11,1.252,0.13
3.464,3.09,2.767,2.288,2.651,1.699,0.874,0.529,2.596,0.343
2.66,2.292,1.898,1.727,2.37,0.956,0.679,0.275,2.171,0.331
1.328,1.79,1.223,1.15,2.11,0.586,0.223,0.23,1.489,0.012
2.193,2.065,1.854,1.548,2.374,0.765,0.307,0.331,2.001,0.153
2.847,2.661,2.427,2.065,2.631,2.178,0.594,0.453,2.549,0.552
3.223,2.823,2.663,2.129,2.489,1.661,0.725,0.568,2.454,0.629
0.676,0.792,0.621,0.472,1.906,0.74,0.124,0.074,1.041,0.021
3.657,3.34,3.27,3.068,2.98,2.18,0.811,0.267,2.893,0.868
3.243,2.717,2.828,2.169,2.717,1.676,0.524,0.32,2.517,0.432
1.738,1.711,0.842,0.902,1.936,0.704,0.125,0.111,1.875,0.0
3.312,3.205,2.759,2.391,2.884,2.014,1.131,0.378,2.893,0.3
2.869,2.468,2.408,2.256,2.593,1.458,0.532,0.276,2.255,0.368
3.285,2.67,2.403,1.983,2.483,1.688,0.917,0.906,2.462,0.421
3.205,2.935,2.645,2.419,2.461,1.957,0.986,0.193,2.475,0.266
2.834,3.161,2.771,2.924,2.943,2.001,0.493,0.035,2.64,0.507
2.538,1.993,1.982,1.834,2.433,1.171,0.709,0.15,2.348,0.207
3.474,3.1,2.737,2.518,2.8,1.484,0.125,0.084,2.658,0.149
2.048,1.974,2.124,1.57,2.235,1.408,0.435,0.411,1.858,0.304
2.689,2.409,2.111,2.072,2.346,1.757,0.981,0.316,2.399,0.39
3.019,3.047,2.4,2.5,2.674,1.723,0.609,0.35,2.294,0.72
2.677,2.124,1.625,1.246,2.35,1.144,0.349,0.437,2.148,0.175
2.724,2.781,2.252,2.354,2.512,1.825,0.54,0.28,2.303,0.424
2.337,2.334,2.058,1.663,2.636,1.147,0.478,0.193,2.131,0.394
2.336,2.081,1.864,1.85,2.179,1.204,0.085,0.042,1.944,0.184
3.307,3.116,2.64,2.691,2.675,1.708,0.641,0.326,2.713,0.328
2.771,2.67,2.36,2.128,2.565,1.861,0.73,0.589,2.688,0.142
1.883,2.116,1.58,1.28,2.209,0.754,0.365,0.071,2.469,0.136
2.18,1.82,0.962,0.995,1.938,0.661,0.008,0.078,1.923,0.015
2.185,2.53,2.052,1.556,2.431,1.257,0.62,0.499,2.158,0.194
0.655,0.869,0.466,0.418,2.088,0.167,0.228,0.067,1.157,0.131
2.032,1.93,1.439,1.236,2.11,0.854,0.549,0.055,1.954,0.033
3.115,2.997,2.715,2.148,2.868,1.927,1.013,0.828,2.7,0.383
3.096,2.177,1.925,2.18,2.4,1.642,0.727,0.338,2.579,0.29
1.966,1.997,1.383,0.975,2.099,0.93,0.376,0.336,1.99,0.043
3.152,3.066,2.747,2.378,2.91,1.602,0.626,0.209,2.487,0.337
2.653,2.468,2.031,1.581,2.174,1.186,0.44,0.176,2.449,0.144
1.593,1.158,0.828,0.824,2.182,0.701,0.352,0.149,1.507,0.0
1.34,0.826,0.537,0.424,2.076,0.518,0.353,0.187,1.408,0.065
0.951,0.846,0.512,0.436,1.763,0.411,0.235,0.383,1.501,0.152
1.518,0.962,0.735,1.065,1.824,0.929,0.268,0.207,1.33,0.219
2.796,2.547,2.374,2.171,2.4,1.602,0.483,0.337,2.155,0.355
2.728,2.849,2.526,2.176,2.484,1.101,0.146,0.035,2.58,0.117
2.458,2.005,1.942,1.77,2.259,1.138,0.681,0.457,1.988,0.153
3.31,2.904,3.056,2.312,2.847,2.156,1.058,0.413,3.079,0.456
3.462,3.392,2.801,2.849,2.954,2.058,1.134,0.821,3.172,0.623
2.961,3.043,2.998,2.98,2.804,1.194,0.926,0.888,2.851,0.106
1.392,0.643,0.849,0.936,1.587,0.585,0.209,0.104,1.335,0.027
2.991,2.501,2.557,1.881,2.331,1.652,0.743,0.199,2.412,0.154
2.887,3.157,2.863,2.788,3.035,2.92,0.691,0.281,2.538,1.048
3.187,2.93,2.558,2.002,2.639,1.59,0.633,0.37,2.71,0.422
2.714,2.765,2.345,2.032,2.515,1.457,0.802,0.855,2.778,0.526
2.511,2.566,2.129,1.951,2.358,1.594,0.193,0.117,1.838,0.197
2.211,1.94,1.808,1.594,2.206,1.059,0.198,0.139,1.865,0.085
2.928,2.816,2.433,2.055,2.369,1.722,1.079,0.297,2.539,0.452
3.024,2.841,2.707,2.662,2.552,1.413,0.385,0.239,2.451,0.237
3.103,2.92,2.624,2.045,2.696,1.991,0.802,0.769,2.844,0.879
1.936,2.33,1.496,1.606,2.075,1.486,0.358,0.213,2.098,0.144
2.702,2.794,2.015,1.812,2.212,0.976,0.473,0.362,2.234,0.374
2.788,2.523,2.344,2.189,2.444,1.365,0.745,0.847,2.441,0.398
2.555,2.66,2.324,2.247,2.482,1.085,0.482,0.229,2.571,0.636
2.432,2.976,2.447,2.419,2.398,1.314,0.498,0.007,2.233,0.394
1.794,1.781,1.326,0.89,2.028,0.797,0.515,0.077,1.77,0.07
2.534,1.95,1.521,1.684,2.332,1.232,0.405,0.185,1.861,0.177
2.826,2.767,2.442,1.84,2.675,1.553,0.797,0.503,2.523,0.109
2.514,2.065,1.783,1.656,2.126,1.049,0.381,0.172,1.979,0.073
3.041,2.388,2.425,1.987,2.769,1.646,0.911,0.682,2.577,0.472
3.198,3.224,2.417,2.421,3.08,2.227,1.644,0.906,2.853,0.659
2.41,2.314,1.659,1.463,2.253,1.067,0.439,0.381,2.229,0.061
2.331,1.822,1.632,1.28,2.022,1.268,0.018,0.159,2.057,0.128
1.674,1.24,0.846,0.849,1.76,0.923,0.333,0.117,1.377,0.015
2.443,2.515,2.393,2.166,2.476,1.376,0.735,0.188,2.404,0.341
2.935,3.034,2.793,2.464,2.503,1.882,0.858,0.603,2.479,0.711
2.78,2.331,1.845,1.521,2.178,1.135,0.272,0.157,2.239,0.2
1.507,1.423,1.178,1.131,2.147,0.951,0.15,0.023,1.835,0.153
3.23,3.078,2.489,2.015,2.658,1.444,1.071,0.594,2.623,0.429
1.619,1.569,0.711,0.926,2.041,0.629,0.0,0.122,1.433,0.16
1.033,1.041,0.677,0.452,2.09,0.446,0.137,0.084,1.537,0.184
3.239,2.83,2.53,2.232,2.746,1.798,0.762,0.584,2.869,0.289
2.626,2.439,2.134,1.743,2.649,1.474,0.817,0.412,2.394,0.098
2.448,2.482,1.9,1.857,2.191,1.509,0.371,0.204,2.042,0.219
1.904,1.514,1.423,0.995,2.3,0.784,0.367,0.476,1.852,0.34
3.416,3.333,2.784,2.494,2.767,1.822,1.356,1.268,2.904,0.427
2.694,2.197,1.84,1.979,2.617,1.611,0.713,0.316,1.985,0.362
1.141,1.161,0.782,0.799,2.021,0.723,0.128,0.119,1.582,0.044
2.366,1.635,1.488,1.188,2.179,0.948,0.118,0.124,1.59,0.304
2.705,2.262,2.392,1.691,2.219,1.316,0.779,0.376,2.371,0.168
2.632,2.406,2.171,1.996,2.462,1.655,0.449,0.496,1.988,0.315
1.891,1.367,1.434,1.248,1.893,1.074,0.754,0.275,1.699,0.169
1.987,1.8,1.396,1.625,2.269,1.316,0.689,0.142,2.025,0.182
1.524,1.594,1.093,0.895,2.482,1.176,0.556,0.354,2.034,0.0
2.932,2.644,2.653,2.128,2.626,1.334,0.706,0.294,2.681,0.274
3.111,2.803,2.581,2.17,2.531,1.868,0.45,0.44,2.351,0.51
2.889,2.622,2.465,2.109,2.329,1.479,0.564,0.303,2.453,0.172
2.274,2.286,1.595,1.25,2.162,0.873,0.4,0.653,2.138,0.144
2.084,2.008,1.643,1.794,2.267,1.209,0.095,0.176,2.113,0.103
1.886,1.387,1.199,0.779,1.72,0.725,0.417,0.235,1.58,0.087
2.855,2.627,2.151,2.156,2.424,1.461,0.458,0.212,2.488,0.613
3.027,3.014,2.513,1.854,2.504,1.545,0.388,0.264,2.346,0.239
3.499,3.346,3.19,2.576,2.723,1.923,1.242,0.53,3.189,0.672
2.336,2.6,2.409,1.975,2.215,1.354,0.352,0.354,2.247,0.228
2.257,1.462,1.071,1.148,2.094,0.72,0.14,0.232,1.823,0.0
3.049,2.87,2.569,2.119,2.355,1.321,0.215,0.133,2.532,0.281
2.966,2.944,2.309,1.984,2.4,1.316,1.094,0.762,2.285,0.656
3.161,3.024,2.414,1.952,2.546,1.266,0.819,0.584,2.822,0.332
3.52,3.125,3.154,2.629,2.819,2.08,0.683,0.428,2.822,0.339
2.902,2.518,2.217,2.028,2.239,1.528,0.57,0.14,2.351,0.28
2.891,3.015,2.864,2.735,2.923,2.129,0.444,0.362,2.699,0.578
3.268,2.764,2.457,2.302,2.409,1.91,0.602,0.241,2.651,0.677
0.375,0.528,0.627,0.609,2.01,0.356,0.137,0.243,1.439,0.02
2.924,3.052,2.973,2.434,2.369,1.464,0.93,0.441,2.501,0.494
2.797,2.461,2.486,2.124,2.419,1.533,0.432,0.164,2.451,0.162
3.625,3.633,3.255,3.156,3.133,2.73,1.055,0.399,3.4,1.049
1.863,1.429,1.163,0.935,2.035,0.741,0.267,0.12,1.638,0.0
2.297,1.682,1.327,1.461,2.247,0.914,0.401,0.161,2.154,0.174
2.166,1.8,1.991,1.103,2.113,1.142,0.29,0.057,2.027,0.3
3.162,2.969,2.846,2.209,2.664,1.97,0.829,0.622,2.815,0.267
2.161,1.995,2.175,1.215,2.406,0.905,0.59,0.441,2.142,0.151
2.748,2.86,2.1,1.86,2.636,1.687,1.235,0.552,2.39,0.595
3.436,3.186,3.068,2.541,2.664,2.079,0.999,0.656,2.832,0.403
1.442,1.814,0.989,1.061,1.727,0.816,0.252,0.331,1.771,0.102
2.877,2.518,2.211,1.664,2.136,1.468,0.237,0.192,2.355,0.193
2.939,2.381,2.121,2.167,2.371,1.388,0.515,0.242,1.91,0.336
3.052,2.876,2.506,2.315,2.661,1.482,0.461,0.172,2.348,0.306
2.798,2.288,2.236,1.745,2.55,1.28,0.668,0.553,2.614,0.367
2.17,1.96,2.061,1.351,2.214,1.299,0.322,0.147,2.19,0.29
2.404,1.786,1.336,1.512,2.075,1.061,0.2,0.423,1.859,0.001
2.855,2.31,2.355,1.934,2.509,1.44,0.826,0.771,2.34,0.39
2.994,2.519,2.405,2.067,2.682,1.694,0.435,0.358,2.666,0.168
3.235,3.272,2.662,2.72,2.646,2.064,0.786,0.489,2.721,0.392
3.755,3.375,3.016,2.592,2.983,2.04,0.932,0.562,2.958,0.574
1.147,1.122,0.629,0.928,1.899,0.612,0.265,0.016,1.598,0.125
3.387,3.339,3.005,2.488,2.722,1.93,1.854,1.224,3.141,0.763
2.693,2.583,2.561,1.852,2.396,1.554,0.205,0.246,2.291,0.124
3.144,3.453,2.992,2.656,2.637,2.009,0.452,0.378,2.54,0.703
2.882,2.383,2.141,1.582,2.458,1.673,0.807,0.67,2.152,0.347
2.786,2.71,2.557,2.097,2.705,1.943,0.615,0.373,2.372,0.695
3.444,3.013,2.995,2.599,2.891,2.779,2.832,2.238,3.174,0.891
2.128,2.497,1.845,1.278,2.25,1.26,0.586,0.404,2.442,0.18
2.652,2.449,2.434,1.904,2.424,1.476,0.579,0.404,2.591,0.318
1.442,1.814,0.989,1.061,1.727,0.816,0.252,0.331,1.771,0.102
2.459,2.032,1.69,1.445,2.231,1.039,0.288,0.203,1.964,0.196
1.376,1.466,1.002,0.913,2.067,0.838,0.421,0.284,1.983,0.152
3.348,3.134,3.179,2.678,2.628,1.729,0.562,0.373,2.844,0.553
2.898,2.825,2.549,1.977,2.46,1.337,0.554,0.228,2.668,0.246
2.105,1.943,1.721,1.252,2.216,0.893,0.357,0.378,1.588,0.363
3.109,3.035,2.827,2.688,2.688,1.984,0.728,0.572,2.208,0.788
1.601,1.358,0.819,0.93,1.915,0.461,0.101,0.076,1.74,0.087
1.742,1.367,1.038,1.089,2.181,0.855,0.412,0.303,1.766,0.0
1.703,1.538,1.261,1.185,2.004,0.777,1.283,0.799,1.987,0.176
2.977,2.58,2.443,1.963,2.476,1.422,0.298,0.307,2.433,0.509
1.031,0.857,0.574,0.537,1.891,0.249,0.06,0.045,1.194,0.0
2.299,2.132,2.2,1.73,2.182,1.023,0.34,0.227,2.069,0.374
1.963,1.853,1.481,1.226,2.35,0.75,0.216,0.258,1.494,0.054
1.412,1.035,0.84,1.08,2.053,0.599,0.052,0.013,1.777,0.052
1.866,1.82,1.435,1.436,1.794,1.045,0.29,0.379,1.888,0.115
1.959,1.66,1.155,1.243,2.298,0.928,0.518,0.422,1.874,0.257
1.481,0.897,0.708,0.721,1.994,0.566,0.191,0.506,1.662,0.056
1.485,1.403,1.114,0.784,2.064,0.631,0.254,0.098,1.261,0.047
1.723,1.347,1.126,1.14,2.065,0.66,0.384,0.256,1.651,0.147
3.153,3.57,3.413,2.967,3.028,2.363,0.741,0.323,3.248,0.661
1.88,1.877,1.779,1.447,2.203,1.102,0.272,0.185,1.555,0.128
2.366,2.364,1.907,1.805,2.609,1.501,0.596,0.423,2.487,0.276
3.255,3.049,2.925,2.641,2.759,1.472,1.133,0.652,2.713,0.471
2.603,2.323,2.027,1.726,2.273,1.266,0.354,0.172,2.009,0.1
3.096,3.005,2.694,2.399,2.649,1.708,1.763,0.755,3.029,0.393
2.959,2.42,1.754,2.009,2.355,1.398,1.765,1.013,2.367,0.403
3.059,2.901,2.48,2.432,2.326,1.385,1.201,0.768,2.612,0.392
3.385,3.401,3.304,3.348,2.907,2.164,0.977,0.355,3.029,0.927
2.008,1.575,1.397,0.85,2.095,0.627,0.36,0.143,1.751,0.022
1.937,1.949,1.902,1.716,2.354,1.093,0.746,0.327,2.274,0.216
2.515,2.687,2.077,1.905,2.256,1.06,0.698,0.292,2.379,0.297
2.409,2.605,2.125,1.545,2.435,1.153,1.248,0.59,2.571,0.186
2.991,3.103,2.736,2.373,2.651,1.841,1.329,0.408,2.876,0.534
2.977,2.362,2.041,1.751,2.167,1.328,0.262,0.318,2.209,0.127
2.741,2.755,2.615,2.137,2.485,1.887,0.958,0.328,2.714,0.434
2.389,2.447,2.426,2.223,2.38,1.453,0.432,0.115,2.297,0.24
1.17,0.98,0.701,0.732,1.747,0.771,0.166,0.205,1.749,0.0
1.68,1.66,1.899,1.375,2.201,1.056,1.009,0.456,1.906,0.18
2.806,2.52,1.922,1.869,2.378,1.626,0.786,0.622,2.224,0.188
2.837,2.517,2.545,2.11,2.46,1.403,0.542,0.39,2.484,0.457
2.176,2.516,1.643,1.457,2.104,1.097,0.395,0.246,1.999,0.273
3.328,3.082,2.981,2.347,2.436,1.701,0.711,0.245,2.821,0.793
3.78,3.555,3.617,2.957,2.769,2.735,0.785,0.622,3.27,0.987
3.549,3.429,3.215,2.481,3.016,2.105,1.058,0.609,3.045,0.766
3.289,3.44,3.035,2.972,3.282,2.423,0.781,0.401,2.705,0.692
2.545,2.443,2.034,1.937,2.358,1.326,0.561,0.453,2.151,0.287
1.831,1.611,1.445,1.16,2.14,0.831,0.34,0.375,1.897,0.153
1.736,1.985,1.486,1.396,1.866,0.701,0.133,0.159,1.766,0.081
3.03,2.97,2.907,2.554,2.686,2.119,0.748,0.339,2.725,0.554
2.778,2.724,2.569,2.166,2.634,1.902,0.891,0.349,2.861,0.535
3.659,3.431,3.261,2.647,2.908,2.122,1.818,1.217,2.965,0.737
1.12,0.949,0.516,0.8,2.015,0.662,0.267,0.147,1.407,0.043
3.307,3.583,3.351,2.747,2.907,2.172,1.32,0.697,3.057,0.672
2.879,2.414,1.885,1.692,2.421,1.346,0.447,0.252,2.138,0.014
2.83,2.588,2.14,2.236,2.475,1.739,0.928,0.278,2.533,0.461
0.51,0.908,0.679,0.561,1.768,0.515,0.173,0.081,1.58,0.07
1.7,1.277,0.997,0.874,2.315,0.854,0.395,0.177,1.84,0.085
2.985,2.677,2.494,1.789,2.587,1.688,0.997,0.673,2.523,0.373
2.336,2.182,1.461,1.382,2.163,0.813,0.293,0.164,2.491,0.142
3.277,3.332,2.924,2.042,2.676,1.921,0.881,0.416,2.746,0.148
3.381,3.152,2.865,2.463,2.764,1.596,1.054,0.466,2.892,0.367
2.438,1.986,1.857,1.444,2.236,1.184,0.323,0.257,2.147,0.216
2.648,2.249,2.157,1.805,2.271,1.003,1.275,0.525,2.212,0.215
3.027,2.774,2.495,2.033,2.525,2.118,1.392,1.322,2.791,0.334
2.67,2.631,2.224,1.733,2.358,1.259,0.312,0.154,2.027,0.244
2.877,2.853,1.93,2.152,2.398,1.59,1.385,1.37,2.727,0.307
2.551,2.488,1.976,1.828,2.372,1.759,0.706,0.511,2.347,0.19
2.914,3.038,2.452,2.381,2.464,1.391,0.676,0.455,2.513,0.415
0.0,0.0,0.0,0.0,1.54,0.15,0.019,0.106,0.801,0.0
3.305,3.395,3.246,2.634,2.551,1.649,0.565,0.25,2.968,0.759
3.601,3.657,3.192,3.048,3.062,2.141,1.089,0.85,2.989,0.886
3.279,2.958,2.757,2.518,2.586,2.228,1.406,0.743,2.699,0.618
2.284,1.765,1.659,1.32,2.422,1.376,0.539,0.297,1.777,0.048
2.847,2.797,2.427,2.135,2.541,1.468,0.709,0.273,2.265,0.397
0.293,0.126,0.063,0.19,1.735,0.168,0.023,0.184,1.119,0.014
3.375,3.232,2.686,2.389,2.828,1.701,2.112,1.303,2.642,0.505
2.83,2.701,2.577,2.046,2.458,1.67,1.223,0.729,2.716,0.337
3.062,2.275,2.087,2.115,2.052,1.37,1.575,0.59,2.6,0.325
3.044,3.154,2.962,2.231,2.594,1.784,0.821,0.693,2.586,0.574
2.977,2.999,2.63,2.17,2.746,1.743,1.348,0.959,2.885,0.485
2.677,2.027,1.882,1.599,2.326,1.312,0.409,0.373,2.396,0.318
3.182,3.172,2.956,2.353,2.666,1.857,1.051,0.757,2.679,0.562
2.569,2.604,2.409,1.832,2.321,1.299,0.584,0.389,2.299,0.196
2.773,2.765,2.396,2.307,2.433,1.052,0.424,0.157,2.09,0.29
1.595,2.097,1.177,0.96,2.017,0.731,0.378,0.27,2.013,0.019
3.192,3.205,2.781,2.577,3.027,2.617,1.196,0.476,2.777,0.574
1.883,1.568,1.113,1.097,1.973,0.582,0.443,0.149,1.923,0.108
0.659,0.505,0.632,0.274,1.915,0.369,0.15,0.008,1.426,0.0
0.798,0.471,0.339,0.242,1.71,0.162,0.049,0.177,1.214,0.0
2.9,2.462,2.113,1.511,2.378,1.173,1.163,0.732,2.463,0.415
1.693,1.725,1.045,0.599,2.466,1.156,0.452,0.17,1.828,0.133
3.52,3.175,3.155,2.383,2.792,2.089,1.121,0.437,2.79,0.719
0.145,0.447,0.241,0.244,1.941,0.176,0.165,0.116,1.265,0.034
2.57,2.213,2.027,1.411,2.096,1.041,0.259,0.263,1.877,0.184
2.128,2.433,2.224,1.914,2.462,1.377,0.474,0.272,2.184,0.075
1.823,1.55,1.285,0.969,2.142,0.467,0.385,0.25,1.754,0.125
1.059,1.513,1.243,1.001,2.1,0.84,0.395,0.477,1.818,0.069
1.709,1.806,1.247,1.321,2.068,1.261,0.363,0.377,1.891,0.125
2.934,2.7,2.263,1.846,2.328,1.416,0.978,0.585,2.505,0.224
2.607,1.9,1.846,1.635,2.248,1.282,0.232,0.292,2.154,0.19
2.12,1.642,1.452,1.022,2.054,0.624,0.248,0.018,1.954,0.037
2.644,2.521,2.209,1.721,2.399,1.31,0.371,0.274,2.346,0.106
0.909,0.771,0.588,0.462,1.52,0.425,0.0,0.073,1.534,0.0
1.898,1.673,1.309,1.018,1.981,0.359,0.158,0.133,1.335,0.0
2.214,2.037,1.597,1.353,2.181,1.334,0.923,0.435,1.936,0.233
1.832,1.597,0.831,0.687,1.889,0.487,0.316,0.166,1.92,0.076
2.741,2.602,2.11,2.06,2.334,1.308,0.814,0.454,2.501,0.319
2.136,1.745,1.375,1.0,2.041,0.672,0.241,0.153,1.694,0.166
1.333,1.095,0.883,0.425,2.137,0.465,0.161,0.055,1.849,0.026
2.507,2.794,2.264,2.091,2.276,1.574,0.757,0.495,2.436,0.367
3.306,3.122,2.89,2.294,2.234,2.22,0.788,0.164,2.803,0.417
3.08,3.092,2.938,2.601,3.029,1.843,0.42,0.234,2.626,0.211
3.456,3.286,3.093,2.629,2.582,2.037,1.03,0.451,2.827,0.534
3.109,2.513,2.494,2.068,2.623,1.507,0.6,0.274,2.593,0.067
2.692,2.635,2.11,2.122,2.678,1.823,0.671,0.24,2.473,0.675
3.215,3.242,2.712,2.312,2.707,2.21,1.964,1.034,2.85,0.362
2.243,1.967,1.585,1.386,2.198,0.799,0.303,0.283,2.273,0.162
2.895,2.512,2.322,1.553,2.343,1.221,0.758,0.371,2.248,0.459
2.069,1.543,1.271,0.923,1.962,0.757,0.357,0.19,1.911,0.111
3.082,2.807,2.254,2.316,2.515,1.719,1.022,0.468,2.336,0.505
3.156,2.788,2.86,2.152,2.531,1.871,1.272,0.914,2.793,0.482
3.298,3.144,2.95,2.325,3.085,2.092,2.412,1.842,3.255,0.457
3.347,3.127,2.6,1.947,2.802,1.715,0.743,0.416,2.923,0.212
3.179,3.115,2.698,2.297,2.503,1.615,0.877,0.917,2.749,0.498
3.04,3.147,2.768,2.453,2.735,1.564,0.489,0.414,2.775,0.643
2.355,1.883,1.542,1.494,2.279,1.02,0.761,0.64,1.979,0.16
0.239,0.472,0.485,0.559,1.579,0.299,0.248,0.0,1.087,0.038
